"Bookings","","","","","","",""
"Booking ID","Item","Start Time","Start Date","# of Pax","Total","Net Revenue Collected","Affiliate"
"#140187642","BCNPENAM/PM","09:00am","2022-10-09","6","€659.94","€527.94","Airbnb"
"#140100055","BCNPENAM/PM","09:00am","2022-10-09","2","€219.98","€153.98","GetYourGuide - EUR"
"#135019080","BCNPENAM/PM","09:00am","2022-10-09","2","€219.98","€175.98","Kimkim"
"#120562522","PR-BCNMOOIL","09:00am","2022-10-09","1","€580.00","€493.00","Tours for You"
"#139495146","MADTOWIN","09:00am","2022-10-09","2","€159.98","€111.98","TripAdvisor Experiences/Viator - EUR"
"#139430855","MADTOWIN","09:00am","2022-10-09","1","€79.99","€55.99","GetYourGuide - EUR"
"#138867096","MADTOWIN","09:00am","2022-10-09","2","€159.98","€111.98","TripAdvisor Experiences/Viator - EUR"
"#127409682","MADTOWIN","09:00am","2022-10-09","1","€79.99","€55.99","TripAdvisor Experiences/Viator - EUR"
"#127409251","MADTOWIN","09:00am","2022-10-09","1","€79.99","€55.99","TripAdvisor Experiences/Viator - EUR"
"#141271655","BCNSKYAM/PM","09:30am","2022-10-09","1","€129.99","€98.79","GetYourGuide - EUR"
"#140656995","BCNSKYAM/PM","09:30am","2022-10-09","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#140578166","BCNSKYAM/PM","09:30am","2022-10-09","1","€129.99","€95.80","TripAdvisor Experiences/Viator - EUR"
"#140465240","BCNSKYAM/PM","09:30am","2022-10-09","2","€259.98","€197.58","GetYourGuide - EUR"
"#139885344","BCNSKYAM/PM","09:30am","2022-10-09","2","€259.98","€197.58","GetYourGuide - EUR"
"#139445444","BCNSKYAM/PM","09:30am","2022-10-09","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#137796208","BCNSKYAM/PM","09:30am","2022-10-09","2","€259.98","€197.58","GetYourGuide - EUR"
"#134981915","BCNSKYAM/PM","09:30am","2022-10-09","1","€129.99","€95.80","TripAdvisor Experiences/Viator - EUR"
"#133680707","BCNSKYAM/PM","09:30am","2022-10-09","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#126410372","BCNSKYAM/PM","09:30am","2022-10-09","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#139534886","BCNALESA/PM","10:00am","2022-10-09","4","€479.96","€340.76","TripAdvisor Experiences/Viator - EUR"
"#139019412","BCNALESA/PM","10:00am","2022-10-09","8","€959.92","€681.52","TripAdvisor Experiences/Viator - EUR"
"#138259294","BCNALESA/PM","10:00am","2022-10-09","4","€479.96","€340.76","TripAdvisor Experiences/Viator - EUR"
"#134955111","BCNALESA/PM","10:00am","2022-10-09","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#141138394","BCNMOOIL","10:45am","2022-10-09","8","€679.92","€501.12","TripAdvisor Experiences/Viator - EUR"
"#139762107","BCNMOOIL","10:45am","2022-10-09","4","€339.96","€237.96","GetYourGuide - EUR"
"#138893860","BCNMOOIL","10:45am","2022-10-09","2","€159.98","€119.98","Activities Bank (HotelBeds)"
"#129273885","BCNMOOIL","10:45am","2022-10-09","2","€169.98","€118.98","GetYourGuide - EUR"
"#118356194","BCNMOOIL","10:45am","2022-10-09","4","€279.96","€195.96","GetYourGuide - EUR"
"#135810802","BCNHEL11","12:45pm","2022-10-09","3","€449.97","€331.62","TripAdvisor Experiences/Viator - EUR"
"#141204236","Specials - BCTOURS","02:00pm","2022-10-09","1","€0.00","€0.00",""
"#141333851","CORSPECIAL","04:30pm","2022-10-09","1","€0.00","€0.00",""
"#140747927","BCNBOFLA","06:00pm","2022-10-09","4","€339.96","€271.96","Airbnb"
"#139819179","BCNBOFLA","06:00pm","2022-10-09","2","€169.98","€125.44","TripAdvisor Experiences/Viator - EUR"
"#141198934","MADBITES","06:00pm","2022-10-09","2","€149.98","€119.98","Airbnb"
"#140984267","MADBITES","06:00pm","2022-10-09","2","€149.98","€119.98","Airbnb"
"#139716044","MADBITES","06:00pm","2022-10-09","1","€74.99","€56.24","GetYourGuide - EUR"
"#139633327","MADBITES","06:00pm","2022-10-09","2","€149.98","€112.48","GetYourGuide - EUR"
"#140378889","OFF","12:00am","2022-10-10","1","€0.00","€0.00",""
"#138678111","BCNBALAM","06:00am","2022-10-10","2","€499.98","€389.98","Project Expedition - EUR"
"#138916770","TM-BCNESPXX","07:00am","2022-10-10","1","€425.00","€361.25","Tours for You"
"#139261883","MADTRESC","08:00am","2022-10-10","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#138513663","MADTRESC","08:00am","2022-10-10","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#138357762","MADTRESC","08:00am","2022-10-10","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#136694262","MADTRESC","08:00am","2022-10-10","1","€119.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#133556857","MADTRESC","08:00am","2022-10-10","1","€119.99","€83.99","GetYourGuide - EUR"
"#128388748","MADTRESC","08:00am","2022-10-10","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#118569173","MADTRESC","08:00am","2022-10-10","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#108019389","MADTRESC","08:00am","2022-10-10","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#141286453","BCNMOHAM","08:30am","2022-10-10","2","€115.98","€69.58","TripAdvisor Experiences/Viator - EUR"
"#141048993","BCNMOHAM","08:30am","2022-10-10","3","€188.97","€113.37","TripAdvisor Experiences/Viator - EUR"
"#139652150","BCNMOHAM","08:30am","2022-10-10","1","€62.99","€37.79","TripAdvisor Experiences/Viator - EUR"
"#139576292","BCNMOHAM","08:30am","2022-10-10","5","€314.95","€245.65","Project Expedition - EUR"
"#138684598","BCNMOHAM","08:30am","2022-10-10","2","€125.98","€75.58","TripAdvisor Experiences/Viator - EUR"
"#139664210","LISCOHOR","08:30am","2022-10-10","2","€179.98","€125.98","GetYourGuide - EUR"
"#127880075","MADTOPRA","08:30am","2022-10-10","4","€359.96","€212.20","TripAdvisor Experiences/Viator - EUR"
"#141058752","LISWINES","09:00am","2022-10-10","4","€399.96","€279.96","GetYourGuide - EUR"
"#139511651","BCNPENAM/PM","09:00am","2022-10-10","2","€219.98","€175.98","Airbnb"
"#138311766","BCNPENAM/PM","09:00am","2022-10-10","3","€299.97","€230.97","TripAdvisor Experiences/Viator - EUR"
"#139018899","MADTOWIN","09:00am","2022-10-10","3","€239.97","€167.97","GetYourGuide - EUR"
"#141138910","PR-BCNDALGI","09:00am","2022-10-10","1","€770.00","€654.50","Tours for You"
"#140978494","BCNEBIAM/PM","10:00am","2022-10-10","2","€119.98","€91.18","GetYourGuide - EUR"
"#140753613","BCNEBIAM/PM","10:00am","2022-10-10","2","€119.98","€88.42","TripAdvisor Experiences/Viator - EUR"
"#139742862","BCNEBIAM/PM","10:00am","2022-10-10","1","€59.99","€44.21","TripAdvisor Experiences/Viator - EUR"
"#137239426","BCNALESA/PM","10:00am","2022-10-10","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#134271915","BCNALESA/PM","10:00am","2022-10-10","2","€239.98","€179.98","TripAdvisor Experiences/Viator - EUR"
"#125667508","BCNALESA/PM","10:00am","2022-10-10","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#140077670","BCNALEFD","10:00am","2022-10-10","2","€173.98","€128.22","TripAdvisor Experiences/Viator - EUR"
"#139507379","BCNALEFD","10:00am","2022-10-10","2","€173.98","€128.22","TripAdvisor Experiences/Viator - EUR"
"#141365794","BCNMOOIL","10:45am","2022-10-10","3","€224.97","€165.78","TripAdvisor Experiences/Viator - EUR"
"#141278157","BCNMOOIL","10:45am","2022-10-10","4","€299.96","€221.04","TripAdvisor Experiences/Viator - EUR"
"#140962818","BCNMOOIL","10:45am","2022-10-10","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#140554701","BCNMOOIL","10:45am","2022-10-10","2","€169.98","€118.98","GetYourGuide - EUR"
"#140354546","BCNMOOIL","10:45am","2022-10-10","2","€169.98","€118.98","GetYourGuide - EUR"
"#138851907","BCNMOOIL","10:45am","2022-10-10","2","€169.98","€118.98","GetYourGuide - EUR"
"#138513979","BCNMOOIL","10:45am","2022-10-10","2","€169.98","€118.98","GetYourGuide - EUR"
"#138495267","BCNMOOIL","10:45am","2022-10-10","3","€224.97","€165.78","TripAdvisor Experiences/Viator - EUR"
"#138264483","BCNMOOIL","10:45am","2022-10-10","2","€169.98","€118.98","GetYourGuide - EUR"
"#137785951","BCNMOOIL","10:45am","2022-10-10","2","€169.98","€118.98","GetYourGuide - EUR"
"#137472659","BCNMOOIL","10:45am","2022-10-10","3","€224.97","€165.78","TripAdvisor Experiences/Viator - EUR"
"#137134321","BCNMOOIL","10:45am","2022-10-10","2","€169.98","€118.98","GetYourGuide - EUR"
"#135019144","BCNMOOIL","10:45am","2022-10-10","2","€149.98","€119.98","Kimkim"
"#139939154","BCNBOFLA","06:00pm","2022-10-10","2","€169.98","€125.44","TripAdvisor Experiences/Viator - EUR"
"#138457431","BCNBOFLA","06:00pm","2022-10-10","7","€594.93","€439.04","TripAdvisor Experiences/Viator - EUR"
"#137824789","BCNBOFLA","06:00pm","2022-10-10","4","€339.96","€250.88","TripAdvisor Experiences/Viator - EUR"
"#136887777","BCNBOFLA","06:00pm","2022-10-10","2","€135.98","€100.34","TripAdvisor Experiences/Viator - EUR"
"#136477220","BCNBOFLA","06:00pm","2022-10-10","2","€135.98","€100.34","TripAdvisor Experiences/Viator - EUR"
"#135385047","BCNBOFLA","06:00pm","2022-10-10","2","€169.98","€125.44","TripAdvisor Experiences/Viator - EUR"
"#141355577","MADBITES","06:00pm","2022-10-10","4","€299.96","€224.96","GetYourGuide - EUR"
"#137740396","MADBITES","06:00pm","2022-10-10","4","€299.96","€239.96","Airbnb"
"#141398303","MADTAFLA","06:00pm","2022-10-10","2","€159.98","€119.98","Activities Bank (HotelBeds)"
"#130512173","TM-BCNESPXX","07:00am","2022-10-11","1","€90.00","€76.50","Tours for You"
"#139030061","LISSICAS","08:00am","2022-10-11","2","€139.98","€104.98","Civitatis - EUR"
"#135283491","MADVALLE","08:00am","2022-10-11","2","€199.98","€149.98","GetYourGuide - EUR"
"#140074368","MADTRESC","08:00am","2022-10-11","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#139929131","MADTRESC","08:00am","2022-10-11","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#139718095","MADTRESC","08:00am","2022-10-11","1","€119.99","€83.99","GetYourGuide - EUR"
"#139385959","MADTRESC","08:00am","2022-10-11","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#132498899","MADTRESC","08:00am","2022-10-11","4","€479.96","€353.72","TripAdvisor Experiences/Viator - EUR"
"#132358027","MADTRESC","08:00am","2022-10-11","1","€119.99","€95.99","Airbnb"
"#141156103","MADDUERO","08:00am","2022-10-11","2","€339.98","€254.98","GetYourGuide - EUR"
"#135294369","MADDUERO","08:00am","2022-10-11","1","€169.99","€127.49","GetYourGuide - EUR"
"#141387750","BCNMOHAM","08:30am","2022-10-11","2","€125.98","€75.58","TripAdvisor Experiences/Viator - EUR"
"#139545263","BCNMOHAM","08:30am","2022-10-11","2","€125.98","€75.58","TripAdvisor Experiences/Viator - EUR"
"#134522650","BCNMOHAM","08:30am","2022-10-11","4","€239.96","€187.16","Project Expedition - EUR"
"#140504395","BCNMORAM/PM","08:30am","2022-10-11","2","€219.98","€164.98","GetYourGuide - EUR"
"#140491588","BCNMORAM/PM","08:30am","2022-10-11","3","€329.97","€263.97","Airbnb"
"#139385910","BCNMORAM/PM","08:30am","2022-10-11","1","€109.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#139033836","BCNMORAM/PM","08:30am","2022-10-11","1","€109.99","€87.99","Airbnb"
"#138381252","BCNMORAM/PM","08:30am","2022-10-11","2","€219.98","€175.98","Airbnb"
"#138172227","LISEBIAM","09:00am","2022-10-11","2","€99.98","€59.98","TripAdvisor Experiences/Viator - EUR"
"#141088966","BCNPENAM/PM","09:00am","2022-10-11","1","€99.99","€76.99","TripAdvisor Experiences/Viator - EUR"
"#141069845","BCNPENAM/PM","09:00am","2022-10-11","2","€199.98","€153.98","TripAdvisor Experiences/Viator - EUR"
"#138483849","BCNPENAM/PM","09:00am","2022-10-11","2","€219.98","€153.98","GetYourGuide - EUR"
"#136201413","BCNPENAM/PM","09:00am","2022-10-11","2","€219.98","€175.98","Airbnb"
"#130008502","BCNPENAM/PM","09:00am","2022-10-11","3","€299.97","€209.97","TripAdvisor Experiences/Viator - EUR"
"#127174692","BCNPENAM/PM","09:00am","2022-10-11","2","€179.98","€125.98","GetYourGuide - EUR"
"#141178404","MADTOWIN","09:00am","2022-10-11","2","€159.98","€111.98","GetYourGuide - EUR"
"#139197413","MADTOWIN","09:00am","2022-10-11","1","€79.99","€55.99","TripAdvisor Experiences/Viator - EUR"
"#119624952","MADTOWIN","09:00am","2022-10-11","1","€79.99","€55.99","TripAdvisor Experiences/Viator - EUR"
"#139205211","BCNSKYAM/PM","09:30am","2022-10-11","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#135176513","BCNSKYAM/PM","09:30am","2022-10-11","3","€389.97","€287.40","TripAdvisor Experiences/Viator - EUR"
"#119187910","Specials - BCTOURS","09:45am","2022-10-11","1","€0.00","€0.00",""
"#119187681","Specials - BCTOURS","09:45am","2022-10-11","1","€0.00","€0.00",""
"#140355205","BCNALESA/PM","10:00am","2022-10-11","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#135527009","BCNALESA/PM","10:00am","2022-10-11","2","€239.98","€179.98","Activities Bank (HotelBeds)"
"#136908073","PR-BCNMKTCO","10:00am","2022-10-11","1","€670.00","€569.50","Tours for You"
"#141131348","PR-BCNMKTCO","10:00am","2022-10-11","1","€530.00","€450.50","Tours for You"
"#141093167","MADTOLFD","10:00am","2022-10-11","2","€279.98","€209.98","Activities Bank (HotelBeds)"
"#141252394","LISCASSA","10:30am","2022-10-11","2","€199.98","€119.98","TripAdvisor Experiences/Viator - EUR"
"#141020533","BCNMOOIL","10:45am","2022-10-11","2","€169.98","€118.98","GetYourGuide - EUR"
"#140899748","BCNMOOIL","10:45am","2022-10-11","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#136164866","BCNMOOIL","10:45am","2022-10-11","2","€169.98","€118.98","GetYourGuide - EUR"
"#123405480","BCNMOOIL","10:45am","2022-10-11","4","€339.96","€237.96","GetYourGuide - EUR"
"#141207259","BCNHEL06","11:30am","2022-10-11","3","€284.97","€210.00","TripAdvisor Experiences/Viator - EUR"
"#140186507","BCNHEL06","11:30am","2022-10-11","2","€169.98","€143.98","GetYourGuide - EUR"
"#140146581","BCNHEL06","11:30am","2022-10-11","2","€169.98","€143.98","GetYourGuide - EUR"
"#138358867","MADBITES","11:30am","2022-10-11","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#130646543","MADBITES","11:30am","2022-10-11","2","€149.98","€112.48","GetYourGuide - EUR"
"#139823852","BCNBOFLA","06:00pm","2022-10-11","4","€339.96","€250.88","TripAdvisor Experiences/Viator - EUR"
"#137885287","BCNBOFLA","06:00pm","2022-10-11","2","€169.98","€127.48","Activities Bank (HotelBeds)"
"#137796771","BCNBOFLA","06:00pm","2022-10-11","2","€169.98","€127.48","Activities Bank (HotelBeds)"
"#119500746","MADTAFLA","06:00pm","2022-10-11","2","€159.98","€127.98","Airbnb"
"#141004724","BCNBALAM","06:00am","2022-10-12","4","€919.96","€689.96","GetYourGuide - EUR"
"#124470788","BCNBALAM","06:00am","2022-10-12","2","€459.98","€344.98","GetYourGuide - EUR"
"#140947675","MADTRESC","08:00am","2022-10-12","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#139985127","MADTRESC","08:00am","2022-10-12","2","€239.98","€167.98","GetYourGuide - EUR"
"#136575455","MADTRESC","08:00am","2022-10-12","2","€239.98","€187.18","Project Expedition - EUR"
"#129685720","MADTRESC","08:00am","2022-10-12","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#123559582","MADTRESC","08:00am","2022-10-12","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#121924599","MADTRESC","08:00am","2022-10-12","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#137653847","BCNMOHAM","08:30am","2022-10-12","2","€119.98","€71.98","TripAdvisor Experiences/Viator - EUR"
"#137653519","BCNMOHAM","08:30am","2022-10-12","2","€119.98","€71.98","TripAdvisor Experiences/Viator - EUR"
"#141199044","BCNMORAM/PM","08:30am","2022-10-12","2","€219.98","€175.98","Airbnb"
"#140984410","BCNMORAM/PM","08:30am","2022-10-12","3","€329.97","€263.97","Airbnb"
"#139635059","LISCOHOR","08:30am","2022-10-12","1","€89.99","€71.99","Airbnb"
"#120564898","TM-BCNESPXX","09:00am","2022-10-12","1","€90.00","€0.00","Tours for You"
"#141363240","LISSKYAM","09:00am","2022-10-12","3","€359.97","€215.97","TripAdvisor Experiences/Viator - EUR"
"#135695204","BCNPENAM/PM","09:00am","2022-10-12","1","€109.99","€82.49","Activities Bank (HotelBeds)"
"#140962203","MADTOWIN","09:00am","2022-10-12","4","€319.96","€223.96","TripAdvisor Experiences/Viator - EUR"
"#135181429","BCNSKYAM/PM","09:30am","2022-10-12","2","€259.98","€207.98","Airbnb"
"#108567154","TM-BCNESPXX","10:00am","2022-10-12","1","€1,500.00","€0.00","Tours for You"
"#138804818","BCNALESA/PM","10:00am","2022-10-12","1","€119.99","€85.19","TripAdvisor Experiences/Viator - EUR"
"#141159216","BCNALEFD","10:00am","2022-10-12","4","€347.96","€256.44","TripAdvisor Experiences/Viator - EUR"
"#130548067","TM-BCNGOFTR","10:00am","2022-10-12","1","€1,125.00","€968.25","Tours for You"
"#141387626","BCNMOOIL","10:45am","2022-10-12","1","€84.99","€59.49","GetYourGuide - EUR"
"#140731162","BCNMOOIL","10:45am","2022-10-12","2","€169.98","€118.98","GetYourGuide - EUR"
"#136564892","BCNMOOIL","10:45am","2022-10-12","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#127848271","BCNMOOIL","10:45am","2022-10-12","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#124164657","BCNMOOIL","10:45am","2022-10-12","5","€374.95","€276.30","TripAdvisor Experiences/Viator - EUR"
"#140137262","MADBITES","11:30am","2022-10-12","1","€74.99","€56.24","GetYourGuide - EUR"
"#138799831","BCNSKYAM/PM","03:00pm","2022-10-12","2","€259.98","€197.58","GetYourGuide - EUR"
"#141025932","BCNBOFLA","06:00pm","2022-10-12","2","€169.98","€135.98","Airbnb"
"#140861787","MADTAFLA","06:00pm","2022-10-12","2","€159.98","€117.90","TripAdvisor Experiences/Viator - EUR"
"#141093069","MADSEBAL","06:00am","2022-10-13","1","€239.99","€179.99","GL Tours"
"#140945668","MADTRESC","08:00am","2022-10-13","3","€359.97","€265.29","TripAdvisor Experiences/Viator - EUR"
"#139679311","MADTRESC","08:00am","2022-10-13","1","€119.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#139485799","MADTRESC","08:00am","2022-10-13","1","€119.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#137200298","MADTRESC","08:00am","2022-10-13","5","€599.95","€442.15","TripAdvisor Experiences/Viator - EUR"
"#130743124","MADTRESC","08:00am","2022-10-13","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#141225410","LISTRESC","08:00am","2022-10-13","2","€199.98","€149.98","GetYourGuide - EUR"
"#138513826","BCNMOHAM","08:30am","2022-10-13","2","€119.98","€71.98","TripAdvisor Experiences/Viator - EUR"
